日期,城市,门店编号,产品名称,产品类别,单价(元),销量(杯),折扣,实付金额(元),会员占比(%),天气,季节,是否节假日,营销活动
2025-08-10,杭州,HZ-001,伯牙绝弦,原叶鲜奶茶,16,312,0,4992,76,高温,夏季,是,夏日冰饮节
2025-08-10,武汉,WH-001,桂花弄,原叶鲜奶茶,19,267,0,5073,67,高温,夏季,是,夏日冰饮节
2025-08-10,南京,NJ-001,青柑普洱,鲜果茶,21,234,0,4914,61,晴,夏季,是,夏日冰饮节
2025-08-10,西安,XA-001,伯牙绝弦,原叶鲜奶茶,16,345,0,5520,71,晴,夏季,是,夏日冰饮节
2025-08-10,重庆,CQ-001,满杯橙意,鲜果茶,18,312,0,5616,66,多云,夏季,是,夏日冰饮节
2025-08-10,长沙,CS-001,鸭屎香柠檬茶,鲜果茶,22,423,0,9306,69,高温,夏季,是,夏日冰饮节
2025-08-10,苏州,SZ-002,茉莉雪芽,鲜果茶,18,223,0,4014,72,晴,夏季,是,夏日冰饮节
2025-08-10,郑州,ZZ-001,芝芝葡萄,鲜果茶,25,245,0,6125,57,多云,夏季,是,夏日冰饮节
2025-08-10,天津,TJ-001,桃桃乌龙,鲜果茶,20,223,0,4460,64,晴,夏季,是,夏日冰饮节
2025-08-10,青岛,QD-001,伯牙绝弦,原叶鲜奶茶,16,201,0,3216,72,多云,夏季,是,夏日冰饮节
2025-09-15,北京,BJ-001,伯牙绝弦,原叶鲜奶茶,16,323,0,5168,73,晴,秋季,否,
2025-09-15,上海,SH-001,茉莉雪芽,鲜果茶,18,356,0,6408,68,多云,秋季,否,
2025-09-15,广州,GZ-001,鸭屎香柠檬茶,鲜果茶,22,234,0,5148,57,阴,秋季,否,
2025-09-15,深圳,SZ-001,芝芝葡萄,鲜果茶,25,312,0,7800,63,晴,秋季,否,
2025-09-15,成都,CD-001,桃桃乌龙,鲜果茶,20,389,0,7780,72,多云,秋季,否,
2025-09-15,杭州,HZ-001,伯牙绝弦,原叶鲜奶茶,16,298,0,4768,75,小雨,秋季,否,
2025-09-15,武汉,WH-001,桂花弄,原叶鲜奶茶,19,267,0,5073,66,阴,秋季,否,
2025-09-15,南京,NJ-001,青柑普洱,鲜果茶,21,223,0,4683,60,多云,秋季,否,
2025-09-15,西安,XA-001,伯牙绝弦,原叶鲜奶茶,16,334,0,5344,70,晴,秋季,否,
2025-09-15,重庆,CQ-001,满杯橙意,鲜果茶,18,298,0,5364,65,阴,秋季,否,
2025-09-15,长沙,CS-001,鸭屎香柠檬茶,鲜果茶,22,401,0,8822,69,多云,秋季,否,
2025-09-15,苏州,SZ-002,茉莉雪芽,鲜果茶,18,212,0,3816,72,晴,秋季,否,
2025-09-15,郑州,ZZ-001,芝芝葡萄,鲜果茶,25,234,0,5850,57,阴,秋季,否,
2025-09-15,天津,TJ-001,桃桃乌龙,鲜果茶,20,212,0,4240,63,多云,秋季,否,
2025-09-15,青岛,QD-001,伯牙绝弦,原叶鲜奶茶,16,189,0,3024,71,晴,秋季,否,
2025-10-01,北京,BJ-001,伯牙绝弦,原叶鲜奶茶,16,378,0.1,5443,77,晴,秋季,是,国庆黄金周
2025-10-01,上海,SH-001,茉莉雪芽,鲜果茶,18,401,0.1,6496,71,多云,秋季,是,国庆黄金周
2025-10-01,广州,GZ-001,鸭屎香柠檬茶,鲜果茶,22,267,0.1,5233,58,晴,秋季,是,国庆黄金周
2025-10-01,深圳,SZ-001,芝芝葡萄,鲜果茶,25,345,0.1,7763,65,晴,秋季,是,国庆黄金周
2025-10-01,成都,CD-001,桃桃乌龙,鲜果茶,20,423,0.1,7614,73,多云,秋季,是,国庆黄金周
2025-10-01,杭州,HZ-001,伯牙绝弦,原叶鲜奶茶,16,334,0.1,4811,76,阴,秋季,是,国庆黄金周
2025-10-01,武汉,WH-001,桂花弄,原叶鲜奶茶,19,289,0.1,4971,67,多云,秋季,是,国庆黄金周
2025-10-01,南京,NJ-001,青柑普洱,鲜果茶,21,245,0.1,4628,61,晴,秋季,是,国庆黄金周
2025-10-01,西安,XA-001,伯牙绝弦,原叶鲜奶茶,16,367,0.1,5284,71,晴,秋季,是,国庆黄金周
2025-10-01,重庆,CQ-001,满杯橙意,鲜果茶,18,323,0.1,5235,66,多云,秋季,是,国庆黄金周
2025-10-01,长沙,CS-001,鸭屎香柠檬茶,鲜果茶,22,445,0.1,8713,70,晴,秋季,是,国庆黄金周
2025-10-01,苏州,SZ-002,茉莉雪芽,鲜果茶,18,234,0.1,3798,72,多云,秋季,是,国庆黄金周
2025-10-01,郑州,ZZ-001,芝芝葡萄,鲜果茶,25,267,0.1,6008,57,晴,秋季,是,国庆黄金周
2025-10-01,天津,TJ-001,桃桃乌龙,鲜果茶,20,245,0.1,4410,64,多云,秋季,是,国庆黄金周
2025-10-01,青岛,QD-001,伯牙绝弦,原叶鲜奶茶,16,223,0.1,3212,72,晴,秋季,是,国庆黄金周
2025-11-11,北京,BJ-001,伯牙绝弦,原叶鲜奶茶,16,298,0.15,4054,74,阴,秋季,是,双十一狂欢
2025-11-11,上海,SH-001,茉莉雪芽,鲜果茶,18,334,0.15,5112,69,多云,秋季,是,双十一狂欢
2025-11-11,广州,GZ-001,鸭屎香柠檬茶,鲜果茶,22,212,0.15,3916,57,阴,秋季,是,双十一狂欢
2025-11-11,深圳,SZ-001,芝芝葡萄,鲜果茶,25,289,0.15,6171,64,晴,秋季,是,双十一狂欢
2025-11-11,成都,CD-001,桃桃乌龙,鲜果茶,20,356,0.15,6052,72,多云,秋季,是,双十一狂欢
2025-11-11,杭州,HZ-001,伯牙绝弦,原叶鲜奶茶,16,267,0.15,3632,75,阴,秋季,是,双十一狂欢
2025-11-11,武汉,WH-001,桂花弄,原叶鲜奶茶,19,234,0.15,3777,66,多云,秋季,是,双十一狂欢
2025-11-11,南京,NJ-001,青柑普洱,鲜果茶,21,201,0.15,3587,60,阴,秋季,是,双十一狂欢
2025-11-11,西安,XA-001,伯牙绝弦,原叶鲜奶茶,16,301,0.15,4101,70,晴,秋季,是,双十一狂欢
2025-11-11,重庆,CQ-001,满杯橙意,鲜果茶,18,267,0.15,4054,65,阴,秋季,是,双十一狂欢
2025-11-11,长沙,CS-001,鸭屎香柠檬茶,鲜果茶,22,378,0.15,7093,69,多云,秋季,是,双十一狂欢
2025-11-11,苏州,SZ-002,茉莉雪芽,鲜果茶,18,189,0.15,2891,72,阴,秋季,是,双十一狂欢
2025-11-11,郑州,ZZ-001,芝芝葡萄,鲜果茶,25,223,0.15,4753,57,多云,秋季,是,双十一狂欢
2025-11-11,天津,TJ-001,桃桃乌龙,鲜果茶,20,201,0.15,3417,63,阴,秋季,是,双十一狂欢
2025-11-11,青岛,QD-001,伯牙绝弦,原叶鲜奶茶,16,178,0.15,2428,71,晴,秋季,是,双十一狂欢
2025-12-25,北京,BJ-001,伯牙绝弦,原叶鲜奶茶,16,312,0,4992,75,晴,冬季,是,圣诞限定
2025-12-25,上海,SH-001,茉莉雪芽,鲜果茶,18,356,0,6408,70,多云,冬季,是,圣诞限定
2025-12-25,广州,GZ-001,鸭屎香柠檬茶,鲜果茶,22,223,0,4906,58,阴,冬季,是,圣诞限定
2025-12-25,深圳,SZ-001,芝芝葡萄,鲜果茶,25,301,0,7525,64,晴,冬季,是,圣诞限定
2025-12-25,成都,CD-001,桃桃乌龙,鲜果茶,20,378,0,7560,73,多云,冬季,是,圣诞限定
2025-12-25,杭州,HZ-001,伯牙绝弦,原叶鲜奶茶,16,289,0,4624,76,小雨,冬季,是,圣诞限定
2025-12-25,武汉,WH-001,桂花弄,原叶鲜奶茶,19,256,0,4864,67,阴,冬季,是,圣诞限定
2025-12-25,南京,NJ-001,青柑普洱,鲜果茶,21,223,0,4683,61,多云,冬季,是,圣诞限定
2025-12-25,西安,XA-001,伯牙绝弦,原叶鲜奶茶,16,323,0,5168,71,晴,冬季,是,圣诞限定
2025-12-25,重庆,CQ-001,满杯橙意,鲜果茶,18,289,0,5202,66,多云,冬季,是,圣诞限定
2025-12-25,长沙,CS-001,鸭屎香柠檬茶,鲜果茶,22,389,0,8558,69,晴,冬季,是,圣诞限定
2025-12-25,苏州,SZ-002,茉莉雪芽,鲜果茶,18,201,0,3618,72,多云,冬季,是,圣诞限定
2025-12-25,郑州,ZZ-001,芝芝葡萄,鲜果茶,25,223,0,5575,57,晴,冬季,是,圣诞限定
2025-12-25,天津,TJ-001,桃桃乌龙,鲜果茶,20,201,0,4020,64,多云,冬季,是,圣诞限定
2025-12-25,青岛,QD-001,伯牙绝弦,原叶鲜奶茶,16,189,0,3024,72,晴,冬季,是,圣诞限定
